Index,Username,Index of Photos of Username,Sent Photo Path,Generated Photo Path,Time
1,peterpaleev,1,/Users/peterpaleev/code/ps2/original_photos/peterpaleev-1.jpg,/Users/peterpaleev/code/ps2/generated_photos/peterpaleev-1.jpg,2024-03-28T00:59:25.509Z
